data,Tipo de leito,Tipo de agravo,Número de leitos infantil ativos,Número de leitos infantil ocupados,Taxa de ocupação (%) de leitos infantil,Média móvel do número de crianças internadas,Média móvel do número de leitos para crianças ativos
2020-12-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),188.0,72.0,38.3,71.0,187.7
2020-12-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),185.0,79.0,42.7,71.7,186.9
2020-12-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),173.0,64.0,36.99,70.9,186.3
2020-12-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),181.0,61.0,33.7,68.7,183.9
2020-12-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),190.0,45.0,23.68,65.6,183.4
2020-12-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),171.0,52.0,30.41,63.3,182.9
2020-12-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),180.0,58.0,32.22,61.6,181.1
2020-12-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),199.0,57.0,28.64,59.4,182.7
2020-12-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),183.0,59.0,32.24,56.6,182.4
2020-12-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),195.0,49.0,25.13,54.4,185.6
2021-01-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),177.0,42.0,23.73,51.7,185.0
2021-01-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,41.0,24.55,51.1,181.7
2021-01-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),166.0,50.0,30.12,50.9,181.0
2021-01-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),164.0,57.0,34.76,50.7,178.7
2021-01-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),179.0,66.0,36.87,52.0,175.9
2021-01-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),179.0,63.0,35.2,52.6,175.3
2021-01-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),179.0,69.0,38.55,55.4,173.0
2021-01-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),183.0,70.0,38.25,59.4,173.9
2021-01-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),172.0,79.0,45.93,64.9,174.6
2021-01-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),174.0,75.0,43.1,68.4,175.7
2021-01-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),184.0,82.0,44.57,72.0,178.6
2021-01-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,71.0,42.51,72.7,176.9
2021-01-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,73.0,43.45,74.1,175.3
2021-01-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),184.0,72.0,39.13,74.6,176.0
2021-01-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),196.0,85.0,43.37,76.7,177.9
2021-01-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),171.0,82.0,47.95,77.1,177.7
2021-01-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),181.0,81.0,44.75,78.0,178.7
2021-01-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),205.0,95.0,46.34,79.9,181.7
2021-01-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),206.0,104.0,50.49,84.6,187.3
2021-01-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),217.0,104.0,47.93,89.0,194.3
2021-01-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,103.0,45.98,93.4,200.0
2021-01-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),235.0,121.0,51.49,98.6,205.6
2021-01-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),222.0,112.0,50.45,102.9,212.9
2021-01-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),218.0,116.0,53.21,107.9,218.1
2021-01-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),251.0,132.0,52.59,113.1,224.7
2021-01-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),209.0,124.0,59.33,116.0,225.1
2021-01-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),223.0,116.0,52.02,117.7,226.0
2021-01-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),225.0,116.0,51.56,119.6,226.1
2021-01-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),222.0,116.0,52.25,118.9,224.3
2021-01-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),213.0,110.0,51.64,118.6,223.0
2021-01-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,113.0,50.45,118.1,223.9
2021-02-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),201.0,122.0,60.7,116.7,216.7
2021-02-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),235.0,135.0,57.45,118.3,220.4
2021-02-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),216.0,118.0,54.63,118.6,219.4
2021-02-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),219.0,121.0,55.25,119.3,218.6
2021-02-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),232.0,132.0,56.9,121.6,220.0
2021-02-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),229.0,132.0,57.64,124.7,222.3
2021-02-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),222.0,139.0,62.61,128.4,222.0
2021-02-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),219.0,152.0,69.41,132.7,224.6
2021-02-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),235.0,152.0,64.68,135.1,224.6
2021-02-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),234.0,154.0,65.81,140.3,227.1
2021-02-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),241.0,147.0,61.0,144.0,230.3
2021-02-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),235.0,151.0,64.26,146.7,230.7
2021-02-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),203.0,136.0,67.0,147.3,227.0
2021-02-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),225.0,136.0,60.44,146.9,227.4
2021-02-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),246.0,148.0,60.16,146.3,231.3
2021-02-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),215.0,138.0,64.19,144.3,228.4
2021-02-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),231.0,129.0,55.84,140.7,228.0
2021-02-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),244.0,137.0,56.15,139.3,228.4
2021-02-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),244.0,135.0,55.33,137.0,229.7
2021-02-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),231.0,137.0,59.31,137.1,233.7
2021-02-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),246.0,140.0,56.91,137.7,236.7
2021-02-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),260.0,149.0,57.31,137.9,238.7
2021-02-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),270.0,165.0,61.11,141.7,246.6
2021-02-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),267.0,162.0,60.67,146.4,251.7
2021-02-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),254.0,165.0,64.96,150.4,253.1
2021-02-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),234.0,164.0,70.09,154.6,251.7
2021-02-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),240.0,171.0,71.25,159.4,253.0
2021-02-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),260.0,175.0,67.31,164.4,255.0
2021-03-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),266.0,179.0,67.29,168.7,255.9
2021-03-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,169.0,75.45,169.3,249.3
2021-03-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),254.0,190.0,74.8,173.3,247.4
2021-03-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),271.0,176.0,64.94,174.9,249.9
2021-03-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),261.0,169.0,64.75,175.6,253.7
2021-03-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),236.0,150.0,63.56,172.6,253.1
2021-03-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),259.0,149.0,57.53,168.9,253.0
2021-03-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),251.0,157.0,62.55,165.7,250.9
2021-03-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),241.0,153.0,63.49,163.4,253.3
2021-03-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),243.0,154.0,63.37,158.3,251.7
2021-03-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),242.0,165.0,68.18,156.7,247.6
2021-03-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),260.0,178.0,68.46,158.0,247.4
2021-03-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),129.0,63.0,48.84,145.6,232.1
2021-03-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),253.0,162.0,64.03,147.4,231.3
2021-03-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),250.0,168.0,67.2,149.0,231.1
2021-03-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),267.0,159.0,59.55,149.9,234.9
2021-03-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),246.0,161.0,65.45,150.9,235.3
2021-03-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),257.0,161.0,62.65,150.3,237.4
2021-03-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),134.0,65.0,48.51,134.1,219.4
2021-03-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),234.0,156.0,66.67,147.4,234.4
2021-03-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),127.0,66.0,51.97,133.7,216.4
2021-03-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),258.0,163.0,63.18,133.0,217.6
2021-03-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),259.0,158.0,61.0,132.9,216.4
2021-03-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),268.0,165.0,61.57,133.4,219.6
2021-03-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),138.0,72.0,52.17,120.7,202.6
2021-03-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),264.0,151.0,57.2,133.0,221.1
2021-03-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),257.0,136.0,52.92,130.1,224.4
2021-03-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),120.0,48.0,40.0,127.6,223.4
2021-03-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),129.0,54.0,41.86,112.0,205.0
2021-03-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),247.0,144.0,58.3,110.0,203.3
2021-03-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),248.0,160.0,64.52,109.3,200.4
2021-04-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),255.0,168.0,65.88,123.0,217.1
2021-04-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),126.0,79.0,62.7,112.7,197.4
2021-04-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),241.0,181.0,75.1,119.1,195.1
2021-04-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),239.0,184.0,76.99,138.6,212.1
2021-04-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),267.0,190.0,71.16,158.0,231.9
2021-04-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),267.0,187.0,70.04,164.1,234.7
2021-04-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),265.0,188.0,70.94,168.1,237.1
2021-04-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),268.0,190.0,70.9,171.3,239.0
2021-04-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),272.0,179.0,65.81,185.6,259.9
2021-04-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),121.0,59.0,48.76,168.1,242.7
2021-04-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),246.0,175.0,71.14,166.9,243.7
2021-04-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),283.0,198.0,69.96,168.0,246.0
2021-04-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),266.0,184.0,69.17,167.6,245.9
2021-04-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),264.0,184.0,69.7,167.0,245.7
2021-04-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),227.0,172.0,75.77,164.4,239.9
2021-04-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),231.0,170.0,73.59,163.1,234.0
2021-04-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),138.0,78.0,56.52,165.9,236.4
2021-04-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),242.0,177.0,73.14,166.1,235.9
2021-04-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),246.0,184.0,74.8,164.1,230.6
2021-04-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),254.0,203.0,79.92,166.9,228.9
2021-04-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),123.0,80.0,65.04,152.0,208.7
2021-04-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),249.0,180.0,72.29,153.1,211.9
2021-04-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),267.0,181.0,67.79,154.7,217.0
2021-04-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),127.0,72.0,56.69,153.9,215.4
2021-04-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),134.0,87.0,64.93,141.0,200.0
2021-04-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),246.0,174.0,70.73,139.6,200.0
2021-04-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),232.0,168.0,72.41,134.6,196.9
2021-04-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),265.0,179.0,67.55,148.7,217.1
2021-04-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),257.0,175.0,68.09,148.0,218.3
2021-04-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),254.0,164.0,64.57,145.6,216.4
2021-05-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),131.0,76.0,58.02,146.1,217.0
2021-05-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),241.0,184.0,76.35,160.0,232.3
2021-05-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),256.0,173.0,67.58,159.9,233.7
2021-05-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),257.0,177.0,68.87,161.1,237.3
2021-05-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),270.0,182.0,67.41,161.6,238.0
2021-05-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),233.0,169.0,72.53,160.7,234.6
2021-05-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),251.0,178.0,70.92,162.7,234.1
2021-05-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),133.0,78.0,58.65,163.0,234.4
2021-05-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),250.0,189.0,75.6,163.7,235.7
2021-05-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),45.0,19.0,42.22,141.7,205.6
2021-05-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),264.0,194.0,73.48,144.1,206.6
2021-05-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),281.0,175.0,62.28,143.1,208.1
2021-05-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),263.0,177.0,67.3,144.3,212.4
2021-05-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),268.0,194.0,72.39,146.6,214.9
2021-05-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),156.0,103.0,66.03,150.1,218.1
2021-05-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),242.0,204.0,84.3,152.3,217.0
2021-05-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),259.0,202.0,77.99,178.4,247.6
2021-05-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),267.0,198.0,74.16,179.0,248.0
2021-05-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),265.0,184.0,69.43,180.3,245.7
2021-05-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),265.0,201.0,75.85,183.7,246.0
2021-05-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),258.0,199.0,77.13,184.4,244.6
2021-05-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),159.0,104.0,65.41,184.6,245.0
2021-05-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),257.0,209.0,81.32,185.3,247.1
2021-05-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),270.0,213.0,78.89,186.9,248.7
2021-05-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),275.0,214.0,77.82,189.1,249.9
2021-05-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),276.0,214.0,77.54,193.4,251.4
2021-05-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),257.0,212.0,82.49,195.0,250.3
2021-05-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),250.0,218.0,87.2,197.7,249.1
2021-05-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),119.0,90.0,75.63,195.7,243.4
2021-05-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),237.0,208.0,87.76,195.6,240.6
2021-05-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),278.0,233.0,83.81,198.4,241.7
2021-06-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),265.0,221.0,83.4,199.4,240.3
2021-06-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),278.0,217.0,78.06,199.9,240.6
2021-06-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),137.0,98.0,71.53,183.6,223.4
2021-06-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),275.0,221.0,80.36,184.0,227.0
2021-06-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),155.0,106.0,68.39,186.3,232.1
2021-06-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),249.0,194.0,77.91,184.3,233.9
2021-06-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),262.0,206.0,78.63,180.4,231.6
2021-06-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),268.0,190.0,70.9,176.0,232.0
2021-06-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),262.0,186.0,70.99,171.6,229.7
2021-06-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),244.0,166.0,68.03,181.3,245.0
2021-06-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),258.0,162.0,62.79,172.9,242.6
2021-06-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),97.0,63.0,64.95,166.7,234.3
2021-06-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),232.0,175.0,75.43,164.0,231.9
2021-06-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),257.0,188.0,73.15,161.4,231.1
2021-06-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),242.0,146.0,60.33,155.1,227.4
2021-06-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),267.0,156.0,58.43,150.9,228.1
2021-06-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),250.0,156.0,62.4,149.4,229.0
2021-06-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),251.0,147.0,58.57,147.3,228.0
2021-06-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),101.0,77.0,76.24,149.3,228.6
2021-06-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),235.0,144.0,61.28,144.9,229.0
2021-06-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),236.0,148.0,62.71,139.1,226.0
2021-06-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),262.0,145.0,55.34,139.0,228.9
2021-06-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),245.0,136.0,55.51,136.1,225.7
2021-06-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),250.0,129.0,51.6,132.3,225.7
2021-06-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),243.0,134.0,55.14,130.4,224.6
2021-06-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),116.0,70.0,60.34,129.4,226.7
2021-06-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),236.0,132.0,55.93,127.7,226.9
2021-06-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),246.0,131.0,53.25,125.3,228.3
2021-06-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),257.0,123.0,47.86,122.1,227.6
2021-06-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),250.0,122.0,48.8,120.1,228.3
2021-07-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),222.0,127.0,57.21,119.9,224.3
2021-07-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),239.0,126.0,52.72,118.7,223.7
2021-07-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),108.0,45.0,41.67,115.1,222.6
2021-07-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),230.0,111.0,48.26,112.1,221.7
2021-07-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),131.0,61.0,46.56,102.1,205.3
2021-07-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),237.0,121.0,51.05,101.9,202.4
2021-07-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),253.0,112.0,44.27,100.4,202.9
2021-07-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),214.0,89.0,41.59,95.0,201.7
2021-07-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),234.0,94.0,40.17,90.4,201.0
2021-07-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),93.0,41.0,44.09,89.9,198.9
2021-07-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),195.0,85.0,43.59,86.1,193.9
2021-07-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),216.0,105.0,48.61,92.4,206.0
2021-07-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),227.0,113.0,49.78,91.3,204.6
2021-07-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),225.0,116.0,51.56,91.9,200.6
2021-07-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),208.0,108.0,51.92,94.6,199.7
2021-07-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),115.0,53.0,46.09,88.7,182.7
2021-07-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),70.0,42.0,60.0,88.9,179.4
2021-07-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),208.0,119.0,57.21,93.7,181.3
2021-07-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),215.0,125.0,58.14,96.6,181.1
2021-07-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),226.0,103.0,45.58,95.1,181.0
2021-07-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,96.0,42.86,92.3,180.9
2021-07-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),234.0,103.0,44.02,91.6,184.6
2021-07-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),208.0,101.0,48.56,98.4,197.9
2021-07-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),80.0,45.0,56.25,98.9,199.3
2021-07-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),218.0,112.0,51.38,97.9,200.7
2021-07-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),210.0,102.0,48.57,94.6,200.0
2021-07-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),233.0,97.0,41.63,93.7,201.0
2021-07-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),214.0,89.0,41.59,92.7,199.6
2021-07-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),203.0,82.0,40.39,89.7,195.1
2021-07-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),101.0,45.0,44.55,81.7,179.9
2021-07-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),215.0,84.0,39.07,87.3,199.1
2021-08-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),193.0,76.0,39.38,82.1,195.6
2021-08-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),85.0,46.0,54.12,74.1,177.7
2021-08-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),211.0,86.0,40.76,72.6,174.6
2021-08-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),91.0,32.0,35.16,64.4,157.0
2021-08-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),104.0,33.0,31.73,57.4,142.9
2021-08-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),206.0,84.0,40.78,63.0,157.9
2021-08-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),89.0,32.0,35.96,55.6,139.9
2021-08-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),181.0,85.0,46.96,56.9,138.1
2021-08-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),200.0,86.0,43.0,62.6,154.6
2021-08-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,79.0,35.27,61.6,156.4
2021-08-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,89.0,39.73,69.7,175.4
2021-08-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),205.0,86.0,41.95,77.3,189.9
2021-08-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),199.0,88.0,44.22,77.9,188.9
2021-08-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),84.0,27.0,32.14,77.1,188.1
2021-08-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),189.0,81.0,42.86,76.6,189.3
2021-08-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),206.0,91.0,44.17,77.3,190.1
2021-08-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),207.0,83.0,40.1,77.9,187.7
